index	date	traffic	Entity	Class	DayOfWeek	DayOfMonth	WeekOfYear	Month	Year	DaysFromStart	Delta
1261	2023-06-15	1013.43	H	Medium	3	15	24	6	2023	1261.0	16.629999999999995
1262	2023-06-16	944.0600000000001	H	Medium	4	16	24	6	2023	1262.0	-69.36999999999989
1263	2023-06-17	981.69	H	Medium	5	17	24	6	2023	1263.0	37.629999999999995
1264	2023-06-18	970.32	H	Medium	6	18	24	6	2023	1264.0	-11.370000000000005
1265	2023-06-19	927.95	H	Medium	0	19	25	6	2023	1265.0	-42.370000000000005
1266	2023-06-20	916.58	H	Medium	1	20	25	6	2023	1266.0	-11.370000000000005
1267	2023-06-21	974.21	H	Medium	2	21	25	6	2023	1267.0	57.629999999999995
1268	2023-06-22	927.84	H	Medium	3	22	25	6	2023	1268.0	-46.370000000000005
1269	2023-06-23	948.47	H	Medium	4	23	25	6	2023	1269.0	20.629999999999995
1270	2023-06-24	901.1	H	Medium	5	24	25	6	2023	1270.0	-47.370000000000005
1271	2023-06-25	912.73	H	Medium	6	25	25	6	2023	1271.0	11.629999999999995
1272	2023-06-26	945.36	H	Medium	0	26	26	6	2023	1272.0	32.629999999999995
1273	2023-06-27	905.99	H	Medium	1	27	26	6	2023	1273.0	-39.370000000000005
1274	2023-06-28	927.62	H	Medium	2	28	26	6	2023	1274.0	21.629999999999995
1275	2023-06-29	937.25	H	Medium	3	29	26	6	2023	1275.0	9.629999999999995
1276	2023-06-30	949.88	H	Medium	4	30	26	6	2023	1276.0	12.629999999999995
1277	2023-07-01	888.51	H	Medium	5	1	26	7	2023	1277.0	-61.370000000000005
1278	2023-07-02	910.14	H	Medium	6	2	26	7	2023	1278.0	21.629999999999995
1279	2023-07-03	921.77	H	Medium	0	3	27	7	2023	1279.0	11.629999999999995
1280	2023-07-04	881.4	H	Medium	1	4	27	7	2023	1280.0	-40.370000000000005
1281	2023-07-05	859.03	H	Medium	2	5	27	7	2023	1281.0	-22.370000000000005
1282	2023-07-06	855.66	H	Medium	3	6	27	7	2023	1282.0	-3.3700000000000045
1283	2023-07-07	843.29	H	Medium	4	7	27	7	2023	1283.0	-12.370000000000005
1284	2023-07-08	841.92	H	Medium	5	8	27	7	2023	1284.0	-1.3700000000000045
1285	2023-07-09	816.55	H	Medium	6	9	27	7	2023	1285.0	-25.370000000000005
1286	2023-07-10	849.18	H	Medium	0	10	28	7	2023	1286.0	32.629999999999995
1287	2023-07-11	854.8100000000001	H	Medium	1	11	28	7	2023	1287.0	5.630000000000109
1288	2023-07-12	857.44	H	Medium	2	12	28	7	2023	1288.0	2.6299999999999955
1289	2023-07-13	872.07	H	Medium	3	13	28	7	2023	1289.0	14.629999999999995
1290	2023-07-14	844.7	H	Medium	4	14	28	7	2023	1290.0	-27.370000000000005
1291	2023-07-15	848.33	H	Medium	5	15	28	7	2023	1291.0	3.6299999999999955
1292	2023-07-16	840.96	H	Medium	6	16	28	7	2023	1292.0	-7.3700000000000045
1293	2023-07-17	811.59	H	Medium	0	17	29	7	2023	1293.0	-29.370000000000005
1294	2023-07-18	853.22	H	Medium	1	18	29	7	2023	1294.0	41.629999999999995
1295	2023-07-19	815.85	H	Medium	2	19	29	7	2023	1295.0	-37.370000000000005
1296	2023-07-20	817.48	H	Medium	3	20	29	7	2023	1296.0	1.6299999999999955
1297	2023-07-21	850.11	H	Medium	4	21	29	7	2023	1297.0	32.629999999999995
1298	2023-07-22	792.74	H	Medium	5	22	29	7	2023	1298.0	-57.370000000000005
1299	2023-07-23	846.37	H	Medium	6	23	29	7	2023	1299.0	53.629999999999995
1300	2023-07-24	825.0	H	Medium	0	24	30	7	2023	1300.0	-21.370000000000005
1301	2023-07-25	845.63	H	Medium	1	25	30	7	2023	1301.0	20.629999999999995
1302	2023-07-26	785.26	H	Medium	2	26	30	7	2023	1302.0	-60.370000000000005
1303	2023-07-27	796.89	H	Medium	3	27	30	7	2023	1303.0	11.629999999999995
1304	2023-07-28	817.52	H	Medium	4	28	30	7	2023	1304.0	20.629999999999995
1305	2023-07-29	797.15	H	Medium	5	29	30	7	2023	1305.0	-20.370000000000005
1306	2023-07-30	813.78	H	Medium	6	30	30	7	2023	1306.0	16.629999999999995
1307	2023-07-31	826.41	H	Medium	0	31	31	7	2023	1307.0	12.629999999999995
1308	2023-08-01	852.04	H	Medium	1	1	31	8	2023	1308.0	25.629999999999995
1309	2023-08-02	892.67	H	Medium	2	2	31	8	2023	1309.0	40.629999999999995
1310	2023-08-03	850.3	H	Medium	3	3	31	8	2023	1310.0	-42.370000000000005
1311	2023-08-04	896.93	H	Medium	4	4	31	8	2023	1311.0	46.629999999999995
1312	2023-08-05	847.5600000000001	H	Medium	5	5	31	8	2023	1312.0	-49.36999999999989
1313	2023-08-06	887.19	H	Medium	6	6	31	8	2023	1313.0	39.629999999999995
1314	2023-08-07	888.82	H	Medium	0	7	32	8	2023	1314.0	1.6299999999999955
1315	2023-08-08	884.45	H	Medium	1	8	32	8	2023	1315.0	-4.3700000000000045
1316	2023-08-09	887.08	H	Medium	2	9	32	8	2023	1316.0	2.6299999999999955
1317	2023-08-10	875.71	H	Medium	3	10	32	8	2023	1317.0	-11.370000000000005
1318	2023-08-11	895.34	H	Medium	4	11	32	8	2023	1318.0	19.629999999999995
1319	2023-08-12	924.97	H	Medium	5	12	32	8	2023	1319.0	29.629999999999995
1320	2023-08-13	937.6	H	Medium	6	13	32	8	2023	1320.0	12.629999999999995
1321	2023-08-14	901.23	H	Medium	0	14	33	8	2023	1321.0	-36.370000000000005
1322	2023-08-15	930.86	H	Medium	1	15	33	8	2023	1322.0	29.629999999999995
1323	2023-08-16	974.49	H	Medium	2	16	33	8	2023	1323.0	43.629999999999995
1324	2023-08-17	948.12	H	Medium	3	17	33	8	2023	1324.0	-26.370000000000005
1325	2023-08-18	921.75	H	Medium	4	18	33	8	2023	1325.0	-26.370000000000005
1326	2023-08-19	935.38	H	Medium	5	19	33	8	2023	1326.0	13.629999999999995
1327	2023-08-20	938.01	H	Medium	6	20	33	8	2023	1327.0	2.6299999999999955
1328	2023-08-21	948.64	H	Medium	0	21	34	8	2023	1328.0	10.629999999999995
1329	2023-08-22	963.27	H	Medium	1	22	34	8	2023	1329.0	14.629999999999995
1330	2023-08-23	1014.9	H	Medium	2	23	34	8	2023	1330.0	51.629999999999995
1331	2023-08-24	984.53	H	Medium	3	24	34	8	2023	1331.0	-30.370000000000005
1332	2023-08-25	969.16	H	Medium	4	25	34	8	2023	1332.0	-15.370000000000005
1333	2023-08-26	1002.79	H	Medium	5	26	34	8	2023	1333.0	33.629999999999995
1334	2023-08-27	992.42	H	Medium	6	27	34	8	2023	1334.0	-10.370000000000005
1335	2023-08-28	969.05	H	Medium	0	28	35	8	2023	1335.0	-23.370000000000005
1336	2023-08-29	984.68	H	Medium	1	29	35	8	2023	1336.0	15.629999999999995
1337	2023-08-30	1003.3100000000001	H	Medium	2	30	35	8	2023	1337.0	18.63000000000011
1338	2023-08-31	1012.94	H	Medium	3	31	35	8	2023	1338.0	9.629999999999995
1339	2023-09-01	997.5700000000002	H	Medium	4	1	35	9	2023	1339.0	-15.36999999999989
1340	2023-09-02	1031.2	H	Medium	5	2	35	9	2023	1340.0	33.62999999999988
1341	2023-09-03	1036.83	H	Medium	6	3	35	9	2023	1341.0	5.629999999999882
1342	2023-09-04	1054.46	H	Medium	0	4	36	9	2023	1342.0	17.63000000000011
1343	2023-09-05	1068.0900000000001	H	Medium	1	5	36	9	2023	1343.0	13.63000000000011
1344	2023-09-06	1069.72	H	Medium	2	6	36	9	2023	1344.0	1.6299999999998818
1345	2023-09-07	1073.35	H	Medium	3	7	36	9	2023	1345.0	3.6299999999998818
1346	2023-09-08	1065.98	H	Medium	4	8	36	9	2023	1346.0	-7.369999999999891
1347	2023-09-09	1025.6100000000001	H	Medium	5	9	36	9	2023	1347.0	-40.36999999999989
1348	2023-09-10	1062.24	H	Medium	6	10	36	9	2023	1348.0	36.62999999999988
1349	2023-09-11	1018.8699999999999	H	Medium	0	11	37	9	2023	1349.0	-43.37000000000012
1350	2023-09-12	1030.5	H	Medium	1	12	37	9	2023	1350.0	11.63000000000011
1351	2023-09-13	1026.13	H	Medium	2	13	37	9	2023	1351.0	-4.369999999999891
1352	2023-09-14	1051.76	H	Medium	3	14	37	9	2023	1352.0	25.62999999999988
1353	2023-09-15	1066.3899999999999	H	Medium	4	15	37	9	2023	1353.0	14.629999999999882
1354	2023-09-16	1063.02	H	Medium	5	16	37	9	2023	1354.0	-3.369999999999891
1355	2023-09-17	1079.65	H	Medium	6	17	37	9	2023	1355.0	16.63000000000011
1356	2023-09-18	1076.28	H	Medium	0	18	38	9	2023	1356.0	-3.3700000000001182
1357	2023-09-19	1061.9099999999999	H	Medium	1	19	38	9	2023	1357.0	-14.370000000000118
1358	2023-09-20	1053.54	H	Medium	2	20	38	9	2023	1358.0	-8.36999999999989
1359	2023-09-21	1088.17	H	Medium	3	21	38	9	2023	1359.0	34.63000000000011
1360	2023-09-22	1042.8	H	Medium	4	22	38	9	2023	1360.0	-45.37000000000012
1361	2023-09-23	1081.4299999999998	H	Medium	5	23	38	9	2023	1361.0	38.62999999999988
1362	2023-09-24	1044.06	H	Medium	6	24	38	9	2023	1362.0	-37.36999999999989
1363	2023-09-25	1018.69	H	Medium	0	25	39	9	2023	1363.0	-25.36999999999989
1364	2023-09-26	1019.32	H	Medium	1	26	39	9	2023	1364.0	0.6299999999999955
1365	2023-09-27	1037.95	H	Medium	2	27	39	9	2023	1365.0	18.629999999999995
1366	2023-09-28	1011.58	H	Medium	3	28	39	9	2023	1366.0	-26.370000000000005
1367	2023-09-29	965.21	H	Medium	4	29	39	9	2023	1367.0	-46.370000000000005
1368	2023-09-30	1037.8400000000001	H	Medium	5	30	39	9	2023	1368.0	72.63000000000011
1369	2023-10-01	1017.47	H	Medium	6	1	39	10	2023	1369.0	-20.37000000000012
1370	2023-10-02	1013.1	H	Medium	0	2	40	10	2023	1370.0	-4.3700000000000045
1371	2023-10-03	960.73	H	Medium	1	3	40	10	2023	1371.0	-52.370000000000005
1372	2023-10-04	1030.3600000000001	H	Medium	2	4	40	10	2023	1372.0	69.63000000000011
1373	2023-10-05	1005.99	H	Medium	3	5	40	10	2023	1373.0	-24.37000000000012
1374	2023-10-06	962.62	H	Medium	4	6	40	10	2023	1374.0	-43.370000000000005
1375	2023-10-07	1004.25	H	Medium	5	7	40	10	2023	1375.0	41.629999999999995
1376	2023-10-08	1002.88	H	Medium	6	8	40	10	2023	1376.0	-1.3700000000000045
1377	2023-10-09	980.51	H	Medium	0	9	41	10	2023	1377.0	-22.370000000000005
1378	2023-10-10	986.14	H	Medium	1	10	41	10	2023	1378.0	5.6299999999999955
1379	2023-10-11	975.77	H	Medium	2	11	41	10	2023	1379.0	-10.370000000000005
1380	2023-10-12	926.4	H	Medium	3	12	41	10	2023	1380.0	-49.370000000000005
1381	2023-10-13	957.03	H	Medium	4	13	41	10	2023	1381.0	30.629999999999995
1382	2023-10-14	932.66	H	Medium	5	14	41	10	2023	1382.0	-24.370000000000005
1383	2023-10-15	901.29	H	Medium	6	15	41	10	2023	1383.0	-31.370000000000005
1384	2023-10-16	890.92	H	Medium	0	16	42	10	2023	1384.0	-10.370000000000005
1385	2023-10-17	889.55	H	Medium	1	17	42	10	2023	1385.0	-1.3700000000000045
1386	2023-10-18	915.18	H	Medium	2	18	42	10	2023	1386.0	25.629999999999995
1387	2023-10-19	935.8100000000001	H	Medium	3	19	42	10	2023	1387.0	20.63000000000011
1388	2023-10-20	945.44	H	Medium	4	20	42	10	2023	1388.0	9.629999999999995
1389	2023-10-21	882.07	H	Medium	5	21	42	10	2023	1389.0	-63.370000000000005
1390	2023-10-22	902.7	H	Medium	6	22	42	10	2023	1390.0	20.629999999999995
1391	2023-10-23	890.33	H	Medium	0	23	43	10	2023	1391.0	-12.370000000000005
1392	2023-10-24	898.96	H	Medium	1	24	43	10	2023	1392.0	8.629999999999995
1393	2023-10-25	908.59	H	Medium	2	25	43	10	2023	1393.0	9.629999999999995
1394	2023-10-26	860.22	H	Medium	3	26	43	10	2023	1394.0	-48.370000000000005
1395	2023-10-27	921.85	H	Medium	4	27	43	10	2023	1395.0	61.629999999999995
1396	2023-10-28	875.48	H	Medium	5	28	43	10	2023	1396.0	-46.370000000000005
1397	2023-10-29	849.11	H	Medium	6	29	43	10	2023	1397.0	-26.370000000000005
1398	2023-10-30	908.74	H	Medium	0	30	44	10	2023	1398.0	59.629999999999995
1399	2023-10-31	901.37	H	Medium	1	31	44	10	2023	1399.0	-7.3700000000000045
1400	2023-11-01	902.0	H	Medium	2	1	44	11	2023	1400.0	0.6299999999999955
1401	2023-11-02	919.63	H	Medium	3	2	44	11	2023	1401.0	17.629999999999995
1402	2023-11-03	869.26	H	Medium	4	3	44	11	2023	1402.0	-50.370000000000005
1403	2023-11-04	877.89	H	Medium	5	4	44	11	2023	1403.0	8.629999999999995
1404	2023-11-05	926.52	H	Medium	6	5	44	11	2023	1404.0	48.629999999999995
1405	2023-11-06	915.15	H	Medium	0	6	45	11	2023	1405.0	-11.370000000000005
1406	2023-11-07	892.78	H	Medium	1	7	45	11	2023	1406.0	-22.370000000000005
1407	2023-11-08	924.41	H	Medium	2	8	45	11	2023	1407.0	31.629999999999995
1408	2023-11-09	943.04	H	Medium	3	9	45	11	2023	1408.0	18.629999999999995
1409	2023-11-10	913.67	H	Medium	4	10	45	11	2023	1409.0	-29.370000000000005
1410	2023-11-11	901.3	H	Medium	5	11	45	11	2023	1410.0	-12.370000000000005
1411	2023-11-12	892.93	H	Medium	6	12	45	11	2023	1411.0	-8.370000000000005
1412	2023-11-13	960.5600000000001	H	Medium	0	13	46	11	2023	1412.0	67.63000000000011
1413	2023-11-14	920.19	H	Medium	1	14	46	11	2023	1413.0	-40.370000000000005
1414	2023-11-15	949.82	H	Medium	2	15	46	11	2023	1414.0	29.629999999999995
1415	2023-11-16	954.45	H	Medium	3	16	46	11	2023	1415.0	4.6299999999999955
1416	2023-11-17	926.08	H	Medium	4	17	46	11	2023	1416.0	-28.370000000000005
1417	2023-11-18	944.71	H	Medium	5	18	46	11	2023	1417.0	18.629999999999995
1418	2023-11-19	938.34	H	Medium	6	19	46	11	2023	1418.0	-6.3700000000000045
1419	2023-11-20	972.97	H	Medium	0	20	47	11	2023	1419.0	34.629999999999995
1420	2023-11-21	971.6	H	Medium	1	21	47	11	2023	1420.0	-1.3700000000000045
1421	2023-11-22	1023.23	H	Medium	2	22	47	11	2023	1421.0	51.629999999999995
1422	2023-11-23	1029.8600000000001	H	Medium	3	23	47	11	2023	1422.0	6.630000000000109
1423	2023-11-24	1032.49	H	Medium	4	24	47	11	2023	1423.0	2.6299999999998818
1424	2023-11-25	1019.12	H	Medium	5	25	47	11	2023	1424.0	-13.370000000000005
1425	2023-11-26	1023.75	H	Medium	6	26	47	11	2023	1425.0	4.6299999999999955
1426	2023-11-27	1042.38	H	Medium	0	27	48	11	2023	1426.0	18.63000000000011
1427	2023-11-28	1018.01	H	Medium	1	28	48	11	2023	1427.0	-24.37000000000012
1428	2023-11-29	1037.6399999999999	H	Medium	2	29	48	11	2023	1428.0	19.62999999999988
1429	2023-11-30	1014.27	H	Medium	3	30	48	11	2023	1429.0	-23.36999999999989
1430	2023-12-01	1047.9	H	Medium	4	1	48	12	2023	1430.0	33.63000000000011
1431	2023-12-02	1018.53	H	Medium	5	2	48	12	2023	1431.0	-29.37000000000012
1432	2023-12-03	1031.1599999999999	H	Medium	6	3	48	12	2023	1432.0	12.629999999999882
1433	2023-12-04	1052.79	H	Medium	0	4	49	12	2023	1433.0	21.63000000000011
1434	2023-12-05	1090.42	H	Medium	1	5	49	12	2023	1434.0	37.63000000000011
1435	2023-12-06	1063.05	H	Medium	2	6	49	12	2023	1435.0	-27.37000000000012
1436	2023-12-07	1114.6799999999998	H	Medium	3	7	49	12	2023	1436.0	51.62999999999988
1437	2023-12-08	1065.31	H	Medium	4	8	49	12	2023	1437.0	-49.36999999999989
1438	2023-12-09	1126.94	H	Medium	5	9	49	12	2023	1438.0	61.63000000000011
1439	2023-12-10	1091.5700000000002	H	Medium	6	10	49	12	2023	1439.0	-35.36999999999989
1440	2023-12-11	1076.2	H	Medium	0	11	50	12	2023	1440.0	-15.370000000000118
1441	2023-12-12	1109.83	H	Medium	1	12	50	12	2023	1441.0	33.62999999999988
1442	2023-12-13	1145.46	H	Medium	2	13	50	12	2023	1442.0	35.63000000000011
1443	2023-12-14	1111.0900000000001	H	Medium	3	14	50	12	2023	1443.0	-34.36999999999989
1444	2023-12-15	1073.72	H	Medium	4	15	50	12	2023	1444.0	-37.37000000000012
1445	2023-12-16	1072.35	H	Medium	5	16	50	12	2023	1445.0	-1.3700000000001182
1446	2023-12-17	1095.98	H	Medium	6	17	50	12	2023	1446.0	23.63000000000011
1447	2023-12-18	1144.6100000000001	H	Medium	0	18	51	12	2023	1447.0	48.63000000000011
1448	2023-12-19	1078.24	H	Medium	1	19	51	12	2023	1448.0	-66.37000000000012
1449	2023-12-20	1107.87	H	Medium	2	20	51	12	2023	1449.0	29.62999999999988
1450	2023-12-21	1122.5	H	Medium	3	21	51	12	2023	1450.0	14.63000000000011
1451	2023-12-22	1119.13	H	Medium	4	22	51	12	2023	1451.0	-3.369999999999891
1452	2023-12-23	1090.76	H	Medium	5	23	51	12	2023	1452.0	-28.37000000000012
1453	2023-12-24	1153.3899999999999	H	Medium	6	24	51	12	2023	1453.0	62.62999999999988
1454	2023-12-25	1156.02	H	Medium	0	25	52	12	2023	1454.0	2.630000000000109
1455	2023-12-26	1132.65	H	Medium	1	26	52	12	2023	1455.0	-23.36999999999989
1456	2023-12-27	1152.28	H	Medium	2	27	52	12	2023	1456.0	19.62999999999988
1457	2023-12-28	1103.9099999999999	H	Medium	3	28	52	12	2023	1457.0	-48.37000000000012
1458	2023-12-29	1089.54	H	Medium	4	29	52	12	2023	1458.0	-14.36999999999989
1459	2023-12-30	1096.17	H	Medium	5	30	52	12	2023	1459.0	6.630000000000109
1460	2023-12-31	1074.8	H	Medium	6	31	52	12	2023	1460.0	-21.37000000000012
1461	2024-01-01	1114.4299999999998	H	Medium	0	1	1	1	2024	1461.0	39.62999999999988
1462	2024-01-02	1110.06	H	Medium	1	2	1	1	2024	1462.0	-4.369999999999891
1463	2024-01-03	1093.69	H	Medium	2	3	1	1	2024	1463.0	-16.36999999999989
1464	2024-01-04	1063.3200000000002	H	Medium	3	4	1	1	2024	1464.0	-30.36999999999989
1465	2024-01-05	1045.95	H	Medium	4	5	1	1	2024	1465.0	-17.37000000000012
1466	2024-01-06	1060.58	H	Medium	5	6	1	1	2024	1466.0	14.629999999999882
1467	2024-01-07	1062.21	H	Medium	6	7	1	1	2024	1467.0	1.6300000000001091
1468	2024-01-08	1031.8400000000001	H	Medium	0	8	2	1	2024	1468.0	-30.36999999999989
1469	2024-01-09	1046.47	H	Medium	1	9	2	1	2024	1469.0	14.629999999999882
1470	2024-01-10	1058.1	H	Medium	2	10	2	1	2024	1470.0	11.629999999999882
1471	2024-01-11	1031.73	H	Medium	3	11	2	1	2024	1471.0	-26.36999999999989
1472	2024-01-12	1032.3600000000001	H	Medium	4	12	2	1	2024	1472.0	0.6300000000001091
1473	2024-01-13	1045.99	H	Medium	5	13	2	1	2024	1473.0	13.629999999999882
1474	2024-01-14	1032.62	H	Medium	6	14	2	1	2024	1474.0	-13.370000000000118
1475	2024-01-15	1023.25	H	Medium	0	15	3	1	2024	1475.0	-9.36999999999989
1476	2024-01-16	1007.8800000000001	H	Medium	1	16	3	1	2024	1476.0	-15.36999999999989
1477	2024-01-17	1044.51	H	Medium	2	17	3	1	2024	1477.0	36.62999999999988
1478	2024-01-18	1018.14	H	Medium	3	18	3	1	2024	1478.0	-26.370000000000005
1479	2024-01-19	1030.77	H	Medium	4	19	3	1	2024	1479.0	12.629999999999995
1480	2024-01-20	968.4	H	Medium	5	20	3	1	2024	1480.0	-62.370000000000005
1481	2024-01-21	998.03	H	Medium	6	21	3	1	2024	1481.0	29.629999999999995
1482	2024-01-22	986.66	H	Medium	0	22	4	1	2024	1482.0	-11.370000000000005
1483	2024-01-23	1012.29	H	Medium	1	23	4	1	2024	1483.0	25.629999999999995
1484	2024-01-24	992.92	H	Medium	2	24	4	1	2024	1484.0	-19.370000000000005
1485	2024-01-25	1003.55	H	Medium	3	25	4	1	2024	1485.0	10.629999999999995
1486	2024-01-26	985.18	H	Medium	4	26	4	1	2024	1486.0	-18.370000000000005
1487	2024-01-27	998.8100000000001	H	Medium	5	27	4	1	2024	1487.0	13.63000000000011
1488	2024-01-28	1013.44	H	Medium	6	28	4	1	2024	1488.0	14.629999999999995
1489	2024-01-29	958.07	H	Medium	0	29	5	1	2024	1489.0	-55.370000000000005
1490	2024-01-30	967.7	H	Medium	1	30	5	1	2024	1490.0	9.629999999999995
1491	2024-01-31	1005.33	H	Medium	2	31	5	1	2024	1491.0	37.629999999999995
1492	2024-02-01	949.96	H	Medium	3	1	5	2	2024	1492.0	-55.370000000000005
1493	2024-02-02	951.59	H	Medium	4	2	5	2	2024	1493.0	1.6299999999999955
1494	2024-02-03	937.22	H	Medium	5	3	5	2	2024	1494.0	-14.370000000000005
1495	2024-02-04	911.85	H	Medium	6	4	5	2	2024	1495.0	-25.370000000000005
1496	2024-02-05	954.48	H	Medium	0	5	6	2	2024	1496.0	42.629999999999995
1497	2024-02-06	963.11	H	Medium	1	6	6	2	2024	1497.0	8.629999999999995
1498	2024-02-07	945.74	H	Medium	2	7	6	2	2024	1498.0	-17.370000000000005
1499	2024-02-08	934.37	H	Medium	3	8	6	2	2024	1499.0	-11.370000000000005
1500	2024-02-09	987.0	H	Medium	4	9	6	2	2024	1500.0	52.629999999999995
1501	2024-02-10	942.63	H	Medium	5	10	6	2	2024	1501.0	-44.370000000000005
1502	2024-02-11	960.26	H	Medium	6	11	6	2	2024	1502.0	17.629999999999995
1503	2024-02-12	983.89	H	Medium	0	12	7	2	2024	1503.0	23.629999999999995
1504	2024-02-13	995.52	H	Medium	1	13	7	2	2024	1504.0	11.629999999999995
1505	2024-02-14	1006.15	H	Medium	2	14	7	2	2024	1505.0	10.629999999999995
1506	2024-02-15	943.78	H	Medium	3	15	7	2	2024	1506.0	-62.370000000000005
1507	2024-02-16	952.41	H	Medium	4	16	7	2	2024	1507.0	8.629999999999995
1508	2024-02-17	1011.04	H	Medium	5	17	7	2	2024	1508.0	58.629999999999995
1509	2024-02-18	988.67	H	Medium	6	18	7	2	2024	1509.0	-22.370000000000005
1510	2024-02-19	983.3	H	Medium	0	19	8	2	2024	1510.0	-5.3700000000000045
1511	2024-02-20	982.93	H	Medium	1	20	8	2	2024	1511.0	-0.37000000000000455
1512	2024-02-21	980.5600000000001	H	Medium	2	21	8	2	2024	1512.0	-2.369999999999891
1513	2024-02-22	992.19	H	Medium	3	22	8	2	2024	1513.0	11.629999999999995
1514	2024-02-23	972.82	H	Medium	4	23	8	2	2024	1514.0	-19.370000000000005
1515	2024-02-24	1002.45	H	Medium	5	24	8	2	2024	1515.0	29.629999999999995
1516	2024-02-25	1042.08	H	Medium	6	25	8	2	2024	1516.0	39.62999999999988
1517	2024-02-26	1058.71	H	Medium	0	26	9	2	2024	1517.0	16.63000000000011
1518	2024-02-27	1049.3400000000001	H	Medium	1	27	9	2	2024	1518.0	-9.36999999999989
1519	2024-02-28	1050.97	H	Medium	2	28	9	2	2024	1519.0	1.6299999999998818
1520	2024-02-29	1022.5999999999999	H	Medium	3	29	9	2	2024	1520.0	-28.37000000000012
1521	2024-03-01	1056.23	H	Medium	4	1	9	3	2024	1521.0	33.63000000000011
1522	2024-03-02	1034.8600000000001	H	Medium	5	2	9	3	2024	1522.0	-21.36999999999989
1523	2024-03-03	1083.49	H	Medium	6	3	9	3	2024	1523.0	48.62999999999988
1524	2024-03-04	1072.12	H	Medium	0	4	10	3	2024	1524.0	-11.370000000000118
1525	2024-03-05	1069.75	H	Medium	1	5	10	3	2024	1525.0	-2.369999999999891
1526	2024-03-06	1093.38	H	Medium	2	6	10	3	2024	1526.0	23.63000000000011
1527	2024-03-07	1096.01	H	Medium	3	7	10	3	2024	1527.0	2.6299999999998818
1528	2024-03-08	1104.6399999999999	H	Medium	4	8	10	3	2024	1528.0	8.629999999999882
1529	2024-03-09	1118.27	H	Medium	5	9	10	3	2024	1529.0	13.63000000000011
1530	2024-03-10	1086.9	H	Medium	6	10	10	3	2024	1530.0	-31.36999999999989
1531	2024-03-11	1146.53	H	Medium	0	11	11	3	2024	1531.0	59.62999999999988
1532	2024-03-12	1154.1599999999999	H	Medium	1	12	11	3	2024	1532.0	7.629999999999882
1533	2024-03-13	1105.79	H	Medium	2	13	11	3	2024	1533.0	-48.36999999999989
1534	2024-03-14	1162.42	H	Medium	3	14	11	3	2024	1534.0	56.63000000000011
1535	2024-03-15	1119.05	H	Medium	4	15	11	3	2024	1535.0	-43.37000000000012
1536	2024-03-16	1166.68	H	Medium	5	16	11	3	2024	1536.0	47.63000000000011
1537	2024-03-17	1157.31	H	Medium	6	17	11	3	2024	1537.0	-9.370000000000118
1538	2024-03-18	1152.94	H	Medium	0	18	12	3	2024	1538.0	-4.369999999999891
1539	2024-03-19	1173.5700000000002	H	Medium	1	19	12	3	2024	1539.0	20.63000000000011
1540	2024-03-20	1131.2	H	Medium	2	20	12	3	2024	1540.0	-42.37000000000012
1541	2024-03-21	1184.83	H	Medium	3	21	12	3	2024	1541.0	53.62999999999988
1542	2024-03-22	1179.46	H	Medium	4	22	12	3	2024	1542.0	-5.369999999999891
1543	2024-03-23	1162.0900000000001	H	Medium	5	23	12	3	2024	1543.0	-17.36999999999989
1544	2024-03-24	1150.72	H	Medium	6	24	12	3	2024	1544.0	-11.370000000000118
1545	2024-03-25	1134.35	H	Medium	0	25	13	3	2024	1545.0	-16.37000000000012
1546	2024-03-26	1156.98	H	Medium	1	26	13	3	2024	1546.0	22.63000000000011
1547	2024-03-27	1203.6100000000001	H	Medium	2	27	13	3	2024	1547.0	46.63000000000011
1548	2024-03-28	1152.24	H	Medium	3	28	13	3	2024	1548.0	-51.37000000000012
1549	2024-03-29	1155.87	H	Medium	4	29	13	3	2024	1549.0	3.6299999999998818
1550	2024-03-30	1155.5	H	Medium	5	30	13	3	2024	1550.0	-0.36999999999989086
1551	2024-03-31	1214.13	H	Medium	6	31	13	3	2024	1551.0	58.63000000000011
1552	2024-04-01	1210.76	H	Medium	0	1	14	4	2024	1552.0	-3.3700000000001182
1553	2024-04-02	1227.3899999999999	H	Medium	1	2	14	4	2024	1553.0	16.62999999999988
1554	2024-04-03	1193.02	H	Medium	2	3	14	4	2024	1554.0	-34.36999999999989
1555	2024-04-04	1188.65	H	Medium	3	4	14	4	2024	1555.0	-4.369999999999891
1556	2024-04-05	1205.28	H	Medium	4	5	14	4	2024	1556.0	16.62999999999988
1557	2024-04-06	1197.9099999999999	H	Medium	5	6	14	4	2024	1557.0	-7.370000000000118
1558	2024-04-07	1186.54	H	Medium	6	7	14	4	2024	1558.0	-11.36999999999989
1559	2024-04-08	1192.17	H	Medium	0	8	15	4	2024	1559.0	5.630000000000109
1560	2024-04-09	1200.8	H	Medium	1	9	15	4	2024	1560.0	8.629999999999882
1561	2024-04-10	1174.43	H	Medium	2	10	15	4	2024	1561.0	-26.36999999999989
1562	2024-04-11	1121.06	H	Medium	3	11	15	4	2024	1562.0	-53.37000000000012
1563	2024-04-12	1166.69	H	Medium	4	12	15	4	2024	1563.0	45.63000000000011
1564	2024-04-13	1172.3200000000002	H	Medium	5	13	15	4	2024	1564.0	5.630000000000109
1565	2024-04-14	1177.95	H	Medium	6	14	15	4	2024	1565.0	5.629999999999882
